path	bytes	sample_rate	bits	channels	seconds
Micro From Mars/WAV/MicroMoog 13/SFM-MicroMoog13-79.wav	584550	44100	24	1	4.317
Micro From Mars/WAV/MicroMoog 13/SFM-MicroMoog13-80.wav	470203	44100	24	1	3.523
Micro From Mars/WAV/MicroMoog 13/SFM-MicroMoog13-81.wav	536617	44100	24	1	4.025
Micro From Mars/WAV/MicroMoog 13/SFM-MicroMoog13-82.wav	240150	44100	24	1	1.754
Micro From Mars/WAV/MicroMoog 13/SFM-MicroMoog13-83.wav	165745	44100	24	1	1.222
Micro From Mars/WAV/MicroMoog 13/SFM-MicroMoog13-84.wav	736747	44100	24	1	5.538
Micro From Mars/WAV/MicroMoog 13/SFM-MicroMoog13-85.wav	721506	44100	24	1	5.336
Micro From Mars/WAV/MicroMoog 13/SFM-MicroMoog13-86.wav	467694	44100	24	1	3.447
Micro From Mars/WAV/MicroMoog 13/SFM-MicroMoog13-87.wav	223909	44100	24	1	1.661
Micro From Mars/WAV/MicroMoog 13/SFM-MicroMoog13-88.wav	358308	44100	24	1	2.633
Micro From Mars/WAV/MicroMoog 13/SFM-MicroMoog13-89.wav	762864	44100	24	1	5.644
Micro From Mars/WAV/MicroMoog 13/SFM-MicroMoog13-90.wav	390289	44100	24	1	2.919
Micro From Mars/WAV/MicroMoog 13/SFM-MicroMoog13-91.wav	327433	44100	24	1	2.444
Micro From Mars/WAV/MicroMoog 13/SFM-MicroMoog13-92.wav	449670	44100	24	1	3.313
Micro From Mars/WAV/MicroMoog 13/SFM-MicroMoog13-93.wav	308539	44100	24	1	2.301
Micro From Mars/WAV/MicroMoog 14/SFM-MicroMoog14-24.wav	398304	44100	24	1	2.931
Micro From Mars/WAV/MicroMoog 14/SFM-MicroMoog14-25.wav	685638	44100	24	1	5.069
Micro From Mars/WAV/MicroMoog 14/SFM-MicroMoog14-26.wav	772710	44100	24	1	5.717
Micro From Mars/WAV/MicroMoog 14/SFM-MicroMoog14-27.wav	441828	44100	24	1	3.255
Micro From Mars/WAV/MicroMoog 14/SFM-MicroMoog14-28.wav	775770	44100	24	1	5.74
Micro From Mars/WAV/MicroMoog 14/SFM-MicroMoog14-29.wav	649506	44100	24	1	4.8
Micro From Mars/WAV/MicroMoog 14/SFM-MicroMoog14-30.wav	680617	44100	24	1	5.114
Micro From Mars/WAV/MicroMoog 14/SFM-MicroMoog14-31.wav	376200	44100	24	1	2.766
Micro From Mars/WAV/MicroMoog 14/SFM-MicroMoog14-32.wav	463501	44100	24	1	3.472
Micro From Mars/WAV/MicroMoog 14/SFM-MicroMoog14-33.wav	742537	44100	24	1	5.582
Micro From Mars/WAV/MicroMoog 14/SFM-MicroMoog14-34.wav	620226	44100	24	1	4.582
Micro From Mars/WAV/MicroMoog 14/SFM-MicroMoog14-35.wav	620274	44100	24	1	4.583
Micro From Mars/WAV/MicroMoog 14/SFM-MicroMoog14-36.wav	429859	44100	24	1	3.218
Micro From Mars/WAV/MicroMoog 14/SFM-MicroMoog14-37.wav	626893	44100	24	1	4.707
Micro From Mars/WAV/MicroMoog 14/SFM-MicroMoog14-38.wav	729013	44100	24	1	5.479
Micro From Mars/WAV/MicroMoog 14/SFM-MicroMoog14-39.wav	683821	44100	24	1	5.138
Micro From Mars/WAV/MicroMoog 14/SFM-MicroMoog14-40.wav	467202	44100	24	1	3.444
Micro From Mars/WAV/MicroMoog 14/SFM-MicroMoog14-41.wav	718705	44100	24	1	5.401
Micro From Mars/WAV/MicroMoog 14/SFM-MicroMoog14-42.wav	653659	44100	24	1	4.91
Micro From Mars/WAV/MicroMoog 14/SFM-MicroMoog14-43.wav	746749	44100	24	1	5.613
Micro From Mars/WAV/MicroMoog 14/SFM-MicroMoog14-44.wav	706320	44100	24	1	5.223
Micro From Mars/WAV/MicroMoog 14/SFM-MicroMoog14-45.wav	512827	44100	24	1	3.845
Micro From Mars/WAV/MicroMoog 14/SFM-MicroMoog14-46.wav	727830	44100	24	1	5.383
Micro From Mars/WAV/MicroMoog 14/SFM-MicroMoog14-47.wav	708817	44100	24	1	5.327
Micro From Mars/WAV/MicroMoog 14/SFM-MicroMoog14-48.wav	403129	44100	24	1	3.016
Micro From Mars/WAV/MicroMoog 14/SFM-MicroMoog14-49.wav	749712	44100	24	1	5.546
Micro From Mars/WAV/MicroMoog 14/SFM-MicroMoog14-50.wav	704035	44100	24	1	5.291
Micro From Mars/WAV/MicroMoog 14/SFM-MicroMoog14-51.wav	626682	44100	24	1	4.63
Micro From Mars/WAV/MicroMoog 14/SFM-MicroMoog14-52.wav	619494	44100	24	1	4.577
Micro From Mars/WAV/MicroMoog 14/SFM-MicroMoog14-53.wav	549673	44100	24	1	4.124
Micro From Mars/WAV/MicroMoog 14/SFM-MicroMoog14-54.wav	547170	44100	24	1	4.039
Micro From Mars/WAV/MicroMoog 14/SFM-MicroMoog14-55.wav	538093	44100	24	1	4.036
Micro From Mars/WAV/MicroMoog 14/SFM-MicroMoog14-56.wav	745452	44100	24	1	5.514
Micro From Mars/WAV/MicroMoog 14/SFM-MicroMoog14-57.wav	350568	44100	24	1	2.576
Micro From Mars/WAV/MicroMoog 14/SFM-MicroMoog14-58.wav	648912	44100	24	1	4.796
Micro From Mars/WAV/MicroMoog 14/SFM-MicroMoog14-59.wav	390936	44100	24	1	2.876
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-24.wav	633271	44100	24	1	4.756
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-25.wav	692797	44100	24	1	5.206
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-26.wav	739687	44100	24	1	5.56
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-27.wav	491928	44100	24	1	3.628
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-28.wav	737941	44100	24	1	5.547
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-29.wav	799428	44100	24	1	5.916
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-30.wav	585973	44100	24	1	4.398
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-31.wav	720612	44100	24	1	5.329
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-32.wav	695701	44100	24	1	5.228
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-33.wav	699582	44100	24	1	5.173
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-34.wav	690060	44100	24	1	5.102
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-35.wav	549276	44100	24	1	4.054
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-36.wav	542088	44100	24	1	4.001
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-37.wav	325567	44100	24	1	2.43
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-38.wav	650641	44100	24	1	4.887
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-39.wav	637633	44100	24	1	4.789
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-40.wav	702402	44100	24	1	5.194
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-41.wav	682105	44100	24	1	5.125
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-42.wav	741907	44100	24	1	5.577
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-43.wav	744282	44100	24	1	5.506
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-44.wav	723031	44100	24	1	5.434
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-45.wav	758388	44100	24	1	5.611
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-46.wav	713503	44100	24	1	5.362
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-47.wav	314172	44100	24	1	2.305
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-48.wav	440106	44100	24	1	3.242
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-49.wav	700536	44100	24	1	5.18
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-50.wav	734952	44100	24	1	5.436
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-51.wav	737023	44100	24	1	5.54
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-52.wav	741492	44100	24	1	5.485
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-53.wav	665004	44100	24	1	4.916
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-54.wav	709465	44100	24	1	5.332
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-55.wav	443082	44100	24	1	3.264
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-56.wav	628249	44100	24	1	4.718
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-57.wav	680317	44100	24	1	5.111
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-58.wav	738979	44100	24	1	5.555
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-59.wav	733351	44100	24	1	5.512
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-60.wav	332718	44100	24	1	2.443
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-61.wav	719796	44100	24	1	5.323
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-62.wav	698767	44100	24	1	5.251
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-63.wav	433476	44100	24	1	3.193
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-64.wav	678199	44100	24	1	5.095
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-65.wav	739398	44100	24	1	5.469
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-66.wav	326875	44100	24	1	2.44
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-67.wav	581935	44100	24	1	4.368
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-68.wav	580470	44100	24	1	4.287
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-69.wav	647022	44100	24	1	4.782
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-70.wav	290083	44100	24	1	2.162
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-71.wav	411637	44100	24	1	3.08
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-72.wav	732019	44100	24	1	5.502
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-73.wav	462157	44100	24	1	3.462
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-74.wav	717961	44100	24	1	5.396
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-75.wav	716724	44100	24	1	5.301
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-76.wav	578496	44100	24	1	4.272
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-77.wav	444312	44100	24	1	3.273
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-78.wav	679027	44100	24	1	5.102
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-79.wav	354295	44100	24	1	2.647
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-80.wav	331663	44100	24	1	2.476
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-81.wav	706489	44100	24	1	5.309
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-82.wav	507391	44100	24	1	3.804
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-83.wav	501042	44100	24	1	3.695
Micro From Mars/WAV/MicroMoog 15/SFM-MicroMoog15-84.wav	490332	44100	24	1	3.616
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-24.wav	748992	44100	24	1	5.541
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-25.wav	697194	44100	24	1	5.155
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-26.wav	716275	44100	24	1	5.383
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-27.wav	700314	44100	24	1	5.178
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-28.wav	759210	44100	24	1	5.617
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-29.wav	719503	44100	24	1	5.407
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-30.wav	716527	44100	24	1	5.385
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-31.wav	724206	44100	24	1	5.356
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-32.wav	699780	44100	24	1	5.174
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-33.wav	607681	44100	24	1	4.562
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-34.wav	744300	44100	24	1	5.506
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-35.wav	724038	44100	24	1	5.355
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-36.wav	645943	44100	24	1	4.851
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-37.wav	696084	44100	24	1	5.147
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-38.wav	704449	44100	24	1	5.294
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-39.wav	753708	44100	24	1	5.576
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-40.wav	708103	44100	24	1	5.321
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-41.wav	686929	44100	24	1	5.161
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-42.wav	710268	44100	24	1	5.253
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-43.wav	729187	44100	24	1	5.481
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-44.wav	626418	44100	24	1	4.628
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-45.wav	649626	44100	24	1	4.801
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-46.wav	732528	44100	24	1	5.418
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-47.wav	715332	44100	24	1	5.29
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-48.wav	663372	44100	24	1	4.904
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-49.wav	724471	44100	24	1	5.445
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-50.wav	680983	44100	24	1	5.116
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-51.wav	730609	44100	24	1	5.491
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-52.wav	689184	44100	24	1	5.096
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-53.wav	574483	44100	24	1	4.311
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-54.wav	697614	44100	24	1	5.158
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-55.wav	729493	44100	24	1	5.483
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-56.wav	687468	44100	24	1	5.083
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-57.wav	717306	44100	24	1	5.305
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-58.wav	669931	44100	24	1	5.033
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-59.wav	733783	44100	24	1	5.515
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-60.wav	733350	44100	24	1	5.424
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-61.wav	677124	44100	24	1	5.006
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-62.wav	724614	44100	24	1	5.359
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-63.wav	694807	44100	24	1	5.221
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-64.wav	697206	44100	24	1	5.155
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-65.wav	718879	44100	24	1	5.403
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-66.wav	642642	44100	24	1	4.749
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-67.wav	716076	44100	24	1	5.296
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-68.wav	660547	44100	24	1	4.962
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-69.wav	676308	44100	24	1	5.0
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-70.wav	691590	44100	24	1	5.114
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-71.wav	717762	44100	24	1	5.308
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-72.wav	565212	44100	24	1	4.173
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-73.wav	645361	44100	24	1	4.847
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-74.wav	813102	44100	24	1	6.018
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-75.wav	718627	44100	24	1	5.401
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-76.wav	728041	44100	24	1	5.472
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-77.wav	760728	44100	24	1	5.628
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-78.wav	661807	44100	24	1	4.971
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-79.wav	651463	44100	24	1	4.893
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-80.wav	660342	44100	24	1	4.881
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-81.wav	561894	44100	24	1	4.148
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-82.wav	690481	44100	24	1	5.188
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-83.wav	708469	44100	24	1	5.324
Micro From Mars/WAV/MicroMoog 16/SFM-MicroMoog16-84.wav	688645	44100	24	1	5.174
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-24.wav	750913	44100	24	1	5.645
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-25.wav	747745	44100	24	1	5.621
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-26.wav	765955	44100	24	1	5.759
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-27.wav	739759	44100	24	1	5.561
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-28.wav	996402	44100	24	1	7.382
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-29.wav	784584	44100	24	1	5.806
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-30.wav	786235	44100	24	1	5.912
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-31.wav	761694	44100	24	1	5.635
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-32.wav	754332	44100	24	1	5.58
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-33.wav	761142	44100	24	1	5.631
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-34.wav	739867	44100	24	1	5.561
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-35.wav	759612	44100	24	1	5.62
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-36.wav	771252	44100	24	1	5.706
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-37.wav	764586	44100	24	1	5.657
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-38.wav	775891	44100	24	1	5.834
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-39.wav	780877	44100	24	1	5.871
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-40.wav	784327	44100	24	1	5.897
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-41.wav	798390	44100	24	1	5.908
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-42.wav	742404	44100	24	1	5.492
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-43.wav	730351	44100	24	1	5.489
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-44.wav	747120	44100	24	1	5.527
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-45.wav	735631	44100	24	1	5.529
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-46.wav	748386	44100	24	1	5.536
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-47.wav	734917	44100	24	1	5.524
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-48.wav	748068	44100	24	1	5.534
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-49.wav	752731	44100	24	1	5.659
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-50.wav	759516	44100	24	1	5.619
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-51.wav	770551	44100	24	1	5.793
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-52.wav	762486	44100	24	1	5.641
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-53.wav	768751	44100	24	1	5.78
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-54.wav	780169	44100	24	1	5.866
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-55.wav	766681	44100	24	1	5.764
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-56.wav	759738	44100	24	1	5.621
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-57.wav	752052	44100	24	1	5.563
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-58.wav	741511	44100	24	1	5.574
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-59.wav	757351	44100	24	1	5.694
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-60.wav	731976	44100	24	1	5.414
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-61.wav	772716	44100	24	1	5.717
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-62.wav	759696	44100	24	1	5.62
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-63.wav	784327	44100	24	1	5.897
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-64.wav	746623	44100	24	1	5.612
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-65.wav	767580	44100	24	1	5.679
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-66.wav	766753	44100	24	1	5.765
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-67.wav	779460	44100	24	1	5.767
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-68.wav	773593	44100	24	1	5.816
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-69.wav	790117	44100	24	1	5.941
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-70.wav	799518	44100	24	1	5.917
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-71.wav	793746	44100	24	1	5.874
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-72.wav	746850	44100	24	1	5.525
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-73.wav	736201	44100	24	1	5.534
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-74.wav	751050	44100	24	1	5.556
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-75.wav	747583	44100	24	1	5.62
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-76.wav	772506	44100	24	1	5.716
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-77.wav	747637	44100	24	1	5.62
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-78.wav	747661	44100	24	1	5.62
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-79.wav	779412	44100	24	1	5.767
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-80.wav	766573	44100	24	1	5.763
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-81.wav	759882	44100	24	1	5.622
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-82.wav	754446	44100	24	1	5.581
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-83.wav	759726	44100	24	1	5.621
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-84.wav	772428	44100	24	1	5.715
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-85.wav	759564	44100	24	1	5.619
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-86.wav	753378	44100	24	1	5.573
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-87.wav	760236	44100	24	1	5.624
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-88.wav	759810	44100	24	1	5.621
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-89.wav	747511	44100	24	1	5.619
Micro From Mars/WAV/MicroMoog 17/SFM-MicroMoog17-90.wav	757584	44100	24	1	5.605
Micro From Mars/WAV/MicroMoog 18/SFM-MicroMoog18-100.wav	681565	44100	24	1	5.121
Micro From Mars/WAV/MicroMoog 18/SFM-MicroMoog18-101.wav	754483	44100	24	1	5.672
Micro From Mars/WAV/MicroMoog 18/SFM-MicroMoog18-102.wav	794988	44100	24	1	5.883
Micro From Mars/WAV/MicroMoog 18/SFM-MicroMoog18-103.wav	664993	44100	24	1	4.995
Micro From Mars/WAV/MicroMoog 18/SFM-MicroMoog18-36.wav	552234	44100	24	1	4.076
Micro From Mars/WAV/MicroMoog 18/SFM-MicroMoog18-37.wav	669091	44100	24	1	5.026
Micro From Mars/WAV/MicroMoog 18/SFM-MicroMoog18-38.wav	533119	44100	24	1	3.999
Micro From Mars/WAV/MicroMoog 18/SFM-MicroMoog18-39.wav	654421	44100	24	1	4.916
Micro From Mars/WAV/MicroMoog 18/SFM-MicroMoog18-40.wav	584874	44100	24	1	4.319
Micro From Mars/WAV/MicroMoog 18/SFM-MicroMoog18-41.wav	644707	44100	24	1	4.842
Micro From Mars/WAV/MicroMoog 18/SFM-MicroMoog18-42.wav	519996	44100	24	1	3.837
Micro From Mars/WAV/MicroMoog 18/SFM-MicroMoog18-43.wav	633229	44100	24	1	4.755
Micro From Mars/WAV/MicroMoog 18/SFM-MicroMoog18-44.wav	518995	44100	24	1	3.892
Micro From Mars/WAV/MicroMoog 18/SFM-MicroMoog18-45.wav	688375	44100	24	1	5.172
Micro From Mars/WAV/MicroMoog 18/SFM-MicroMoog18-46.wav	773065	44100	24	1	5.812
Micro From Mars/WAV/MicroMoog 18/SFM-MicroMoog18-47.wav	752005	44100	24	1	5.653
Micro From Mars/WAV/MicroMoog 18/SFM-MicroMoog18-48.wav	778315	44100	24	1	5.852
Micro From Mars/WAV/MicroMoog 18/SFM-MicroMoog18-49.wav	774205	44100	24	1	5.821
Micro From Mars/WAV/MicroMoog 18/SFM-MicroMoog18-50.wav	786169	44100	24	1	5.911
Micro From Mars/WAV/MicroMoog 18/SFM-MicroMoog18-51.wav	782635	44100	24	1	5.885
Micro From Mars/WAV/MicroMoog 18/SFM-MicroMoog18-52.wav	784699	44100	24	1	5.9
Micro From Mars/WAV/MicroMoog 18/SFM-MicroMoog18-53.wav	792576	44100	24	1	5.865
Micro From Mars/WAV/MicroMoog 18/SFM-MicroMoog18-54.wav	753744	44100	24	1	5.576
Micro From Mars/WAV/MicroMoog 18/SFM-MicroMoog18-55.wav	748357	44100	24	1	5.626
Micro From Mars/WAV/MicroMoog 18/SFM-MicroMoog18-56.wav	763951	44100	24	1	5.743
Micro From Mars/WAV/MicroMoog 18/SFM-MicroMoog18-57.wav	785988	44100	24	1	5.816
Micro From Mars/WAV/MicroMoog 18/SFM-MicroMoog18-58.wav	720126	44100	24	1	5.326
Micro From Mars/WAV/MicroMoog 18/SFM-MicroMoog18-59.wav	774877	44100	24	1	5.826
