path	bytes	sample_rate	bits	channels	seconds
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/1. No Accent/BD_Clean_NoAcc_C_808_06.wav	143562	44100	24	1	1.046
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/1. No Accent/BD_Clean_NoAcc_D_808_01.wav	238370	44100	24	1	1.749
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/1. No Accent/BD_Clean_NoAcc_D_808_02.wav	238294	44100	24	1	1.747
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/1. No Accent/BD_Clean_NoAcc_D_808_03.wav	238684	44100	24	1	1.747
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/1. No Accent/BD_Clean_NoAcc_D_808_04.wav	237940	44100	24	1	1.744
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/1. No Accent/BD_Clean_NoAcc_D_808_05.wav	241674	44100	24	1	1.771
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/1. No Accent/BD_Clean_NoAcc_D_808_06.wav	238576	44100	24	1	1.748
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/1. No Accent/BD_Clean_NoAcc_E_808_01.wav	353448	44100	24	1	2.598
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/1. No Accent/BD_Clean_NoAcc_E_808_02.wav	346382	44100	24	1	2.548
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/1. No Accent/BD_Clean_NoAcc_E_808_03.wav	360300	44100	24	1	2.649
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/1. No Accent/BD_Clean_NoAcc_E_808_04.wav	352052	44100	24	1	2.589
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/1. No Accent/BD_Clean_NoAcc_E_808_05.wav	340480	44100	24	1	2.502
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/1. No Accent/BD_Clean_NoAcc_E_808_06.wav	370662	44100	24	1	2.725
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/1. No Accent/BD_Clean_NoAcc_F_808_01.wav	436572	44100	24	1	3.214
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/1. No Accent/BD_Clean_NoAcc_F_808_02.wav	441718	44100	24	1	3.25
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/1. No Accent/BD_Clean_NoAcc_F_808_03.wav	430252	44100	24	1	3.167
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/1. No Accent/BD_Clean_NoAcc_F_808_04.wav	442728	44100	24	1	3.26
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/1. No Accent/BD_Clean_NoAcc_F_808_05.wav	440718	44100	24	1	3.246
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/1. No Accent/BD_Clean_NoAcc_F_808_06.wav	444964	44100	24	1	3.277
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/2. Accent/BD_Clean_Acc_A_808_01.wav	22874	44100	24	1	0.141
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/2. Accent/BD_Clean_Acc_A_808_02.wav	22458	44100	24	1	0.138
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/2. Accent/BD_Clean_Acc_A_808_03.wav	21220	44100	24	1	0.134
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/2. Accent/BD_Clean_Acc_A_808_04.wav	20780	44100	24	1	0.133
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/2. Accent/BD_Clean_Acc_A_808_05.wav	21350	44100	24	1	0.138
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/2. Accent/BD_Clean_Acc_A_808_06.wav	21772	44100	24	1	0.135
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/2. Accent/BD_Clean_Acc_B_808_01.wav	57406	44100	24	1	0.404
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/2. Accent/BD_Clean_Acc_B_808_02.wav	58466	44100	24	1	0.413
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/2. Accent/BD_Clean_Acc_B_808_03.wav	56332	44100	24	1	0.397
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/2. Accent/BD_Clean_Acc_B_808_04.wav	55706	44100	24	1	0.392
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/2. Accent/BD_Clean_Acc_B_808_05.wav	55074	44100	24	1	0.389
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/2. Accent/BD_Clean_Acc_B_808_06.wav	56280	44100	24	1	0.39
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/2. Accent/BD_Clean_Acc_C_808_01.wav	120118	44100	24	1	0.872
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/2. Accent/BD_Clean_Acc_C_808_02.wav	118552	44100	24	1	0.86
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/2. Accent/BD_Clean_Acc_C_808_03.wav	103274	44100	24	1	0.745
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/2. Accent/BD_Clean_Acc_C_808_04.wav	102188	44100	24	1	0.738
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/2. Accent/BD_Clean_Acc_C_808_05.wav	103862	44100	24	1	0.75
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/2. Accent/BD_Clean_Acc_C_808_06.wav	106318	44100	24	1	0.74
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/2. Accent/BD_Clean_Acc_D_808_01.wav	181758	44100	24	1	1.326
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/2. Accent/BD_Clean_Acc_D_808_02.wav	180996	44100	24	1	1.319
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/2. Accent/BD_Clean_Acc_D_808_03.wav	181434	44100	24	1	1.322
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/2. Accent/BD_Clean_Acc_D_808_04.wav	181154	44100	24	1	1.32
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/2. Accent/BD_Clean_Acc_D_808_05.wav	163870	44100	24	1	1.193
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/2. Accent/BD_Clean_Acc_D_808_06.wav	166690	44100	24	1	1.208
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/2. Accent/BD_Clean_Acc_E_808_01.wav	237446	44100	24	1	1.738
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/2. Accent/BD_Clean_Acc_E_808_02.wav	265240	44100	24	1	1.945
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/2. Accent/BD_Clean_Acc_E_808_03.wav	260074	44100	24	1	1.905
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/2. Accent/BD_Clean_Acc_E_808_04.wav	258170	44100	24	1	1.893
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/2. Accent/BD_Clean_Acc_E_808_05.wav	258040	44100	24	1	1.895
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/2. Accent/BD_Clean_Acc_E_808_06.wav	266836	44100	24	1	1.957
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/2. Accent/BD_Clean_Acc_F_808_01.wav	308398	44100	24	1	2.266
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/2. Accent/BD_Clean_Acc_F_808_02.wav	311108	44100	24	1	2.286
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/2. Accent/BD_Clean_Acc_F_808_03.wav	308174	44100	24	1	2.264
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/2. Accent/BD_Clean_Acc_F_808_04.wav	309690	44100	24	1	2.274
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/2. Accent/BD_Clean_Acc_F_808_05.wav	311180	44100	24	1	2.288
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/1. Digital/2. Accent/BD_Clean_Acc_F_808_06.wav	307436	44100	24	1	2.257
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/1. No Accent/BD_Tape_NoAcc_A_808_01.wav	14574	44100	24	1	0.105
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/1. No Accent/BD_Tape_NoAcc_A_808_02.wav	17188	44100	24	1	0.124
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/1. No Accent/BD_Tape_NoAcc_A_808_03.wav	16792	44100	24	1	0.122
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/1. No Accent/BD_Tape_NoAcc_A_808_04.wav	16950	44100	24	1	0.123
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/1. No Accent/BD_Tape_NoAcc_A_808_05.wav	16950	44100	24	1	0.123
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/1. No Accent/BD_Tape_NoAcc_A_808_06.wav	16554	44100	24	1	0.12
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/1. No Accent/BD_Tape_NoAcc_B_808_01.wav	45780	44100	24	1	0.337
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/1. No Accent/BD_Tape_NoAcc_B_808_02.wav	45152	44100	24	1	0.333
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/1. No Accent/BD_Tape_NoAcc_B_808_03.wav	44994	44100	24	1	0.331
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/1. No Accent/BD_Tape_NoAcc_B_808_04.wav	42540	44100	24	1	0.313
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/1. No Accent/BD_Tape_NoAcc_B_808_05.wav	41066	44100	24	1	0.302
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/1. No Accent/BD_Tape_NoAcc_B_808_06.wav	44918	44100	24	1	0.331
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/1. No Accent/BD_Tape_NoAcc_C_808_01.wav	79638	44100	24	1	0.589
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/1. No Accent/BD_Tape_NoAcc_C_808_02.wav	86420	44100	24	1	0.64
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/1. No Accent/BD_Tape_NoAcc_C_808_03.wav	82452	44100	24	1	0.61
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/1. No Accent/BD_Tape_NoAcc_C_808_04.wav	80462	44100	24	1	0.595
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/1. No Accent/BD_Tape_NoAcc_C_808_05.wav	87512	44100	24	1	0.648
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/1. No Accent/BD_Tape_NoAcc_C_808_06.wav	87078	44100	24	1	0.645
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/1. No Accent/BD_Tape_NoAcc_D_808_01.wav	142764	44100	24	1	1.059
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/1. No Accent/BD_Tape_NoAcc_D_808_02.wav	149460	44100	24	1	1.109
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/1. No Accent/BD_Tape_NoAcc_D_808_03.wav	144090	44100	24	1	1.069
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/1. No Accent/BD_Tape_NoAcc_D_808_04.wav	151884	44100	24	1	1.127
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/1. No Accent/BD_Tape_NoAcc_D_808_05.wav	150270	44100	24	1	1.115
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/1. No Accent/BD_Tape_NoAcc_D_808_06.wav	143528	44100	24	1	1.065
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/1. No Accent/BD_Tape_NoAcc_E_808_01.wav	212096	44100	24	1	1.575
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/1. No Accent/BD_Tape_NoAcc_E_808_02.wav	212574	44100	24	1	1.579
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/1. No Accent/BD_Tape_NoAcc_E_808_03.wav	207494	44100	24	1	1.541
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/1. No Accent/BD_Tape_NoAcc_E_808_04.wav	198636	44100	24	1	1.475
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/1. No Accent/BD_Tape_NoAcc_E_808_05.wav	197444	44100	24	1	1.466
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/1. No Accent/BD_Tape_NoAcc_E_808_06.wav	193800	44100	24	1	1.439
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/1. No Accent/BD_Tape_NoAcc_F_808_01.wav	270006	44100	24	1	2.006
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/1. No Accent/BD_Tape_NoAcc_F_808_02.wav	267774	44100	24	1	1.989
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/1. No Accent/BD_Tape_NoAcc_F_808_03.wav	267810	44100	24	1	1.99
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/1. No Accent/BD_Tape_NoAcc_F_808_04.wav	274484	44100	24	1	2.039
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/1. No Accent/BD_Tape_NoAcc_F_808_05.wav	270894	44100	24	1	2.013
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/1. No Accent/BD_Tape_NoAcc_F_808_06.wav	257622	44100	24	1	1.914
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/2. Accent/BD_Tape_Acc_A_808_01.wav	15132	44100	24	1	0.109
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/2. Accent/BD_Tape_Acc_A_808_02.wav	17568	44100	24	1	0.127
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/2. Accent/BD_Tape_Acc_A_808_03.wav	17616	44100	24	1	0.128
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/2. Accent/BD_Tape_Acc_A_808_04.wav	17398	44100	24	1	0.126
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/2. Accent/BD_Tape_Acc_A_808_05.wav	14416	44100	24	1	0.104
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/2. Accent/BD_Tape_Acc_A_808_06.wav	17556	44100	24	1	0.127
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/2. Accent/BD_Tape_Acc_B_808_01.wav	40692	44100	24	1	0.299
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/2. Accent/BD_Tape_Acc_B_808_02.wav	37026	44100	24	1	0.272
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/2. Accent/BD_Tape_Acc_B_808_03.wav	40566	44100	24	1	0.298
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/2. Accent/BD_Tape_Acc_B_808_04.wav	40478	44100	24	1	0.298
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/2. Accent/BD_Tape_Acc_B_808_05.wav	41976	44100	24	1	0.309
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/2. Accent/BD_Tape_Acc_B_808_06.wav	42296	44100	24	1	0.311
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/2. Accent/BD_Tape_Acc_C_808_01.wav	82904	44100	24	1	0.614
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/2. Accent/BD_Tape_Acc_C_808_02.wav	89978	44100	24	1	0.666
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/2. Accent/BD_Tape_Acc_C_808_03.wav	84060	44100	24	1	0.622
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/2. Accent/BD_Tape_Acc_C_808_04.wav	85704	44100	24	1	0.634
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/2. Accent/BD_Tape_Acc_C_808_05.wav	78872	44100	24	1	0.583
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/2. Accent/BD_Tape_Acc_C_808_06.wav	86792	44100	24	1	0.642
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/2. Accent/BD_Tape_Acc_D_808_01.wav	143618	44100	24	1	1.065
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/2. Accent/BD_Tape_Acc_D_808_02.wav	152840	44100	24	1	1.134
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/2. Accent/BD_Tape_Acc_D_808_03.wav	145130	44100	24	1	1.077
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/2. Accent/BD_Tape_Acc_D_808_04.wav	149438	44100	24	1	1.109
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/2. Accent/BD_Tape_Acc_D_808_05.wav	152654	44100	24	1	1.133
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/2. Accent/BD_Tape_Acc_D_808_06.wav	160986	44100	24	1	1.195
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/2. Accent/BD_Tape_Acc_E_808_01.wav	210456	44100	24	1	1.563
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/2. Accent/BD_Tape_Acc_E_808_02.wav	218300	44100	24	1	1.621
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/2. Accent/BD_Tape_Acc_E_808_03.wav	213954	44100	24	1	1.589
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/2. Accent/BD_Tape_Acc_E_808_04.wav	204558	44100	24	1	1.519
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/2. Accent/BD_Tape_Acc_E_808_05.wav	204522	44100	24	1	1.519
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/2. Accent/BD_Tape_Acc_E_808_06.wav	221322	44100	24	1	1.644
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/2. Accent/BD_Tape_Acc_F_808_01.wav	259406	44100	24	1	1.927
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/2. Accent/BD_Tape_Acc_F_808_02.wav	252272	44100	24	1	1.874
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/2. Accent/BD_Tape_Acc_F_808_03.wav	248070	44100	24	1	1.843
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/2. Accent/BD_Tape_Acc_F_808_04.wav	234872	44100	24	1	1.744
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/2. Accent/BD_Tape_Acc_F_808_05.wav	232718	44100	24	1	1.728
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/1. Clean/2. Tape/2. Accent/BD_Tape_Acc_F_808_06.wav	238440	44100	24	1	1.771
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/2. Processed/Sat 1/BD_Sat01_A_808_01.wav	19344	44100	24	1	0.114
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/2. Processed/Sat 1/BD_Sat01_A_808_02.wav	19956	44100	24	1	0.127
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/2. Processed/Sat 1/BD_Sat01_A_808_03.wav	19250	44100	24	1	0.122
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/2. Processed/Sat 1/BD_Sat01_A_808_04.wav	18374	44100	24	1	0.116
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/2. Processed/Sat 1/BD_Sat01_A_808_05.wav	18620	44100	24	1	0.117
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/2. Processed/Sat 1/BD_Sat01_A_808_06.wav	19588	44100	24	1	0.121
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/2. Processed/Sat 1/BD_Sat01_B_808_01.wav	54454	44100	24	1	0.383
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/2. Processed/Sat 1/BD_Sat01_B_808_02.wav	52462	44100	24	1	0.368
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/2. Processed/Sat 1/BD_Sat01_B_808_03.wav	52914	44100	24	1	0.372
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/2. Processed/Sat 1/BD_Sat01_B_808_04.wav	53708	44100	24	1	0.377
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/2. Processed/Sat 1/BD_Sat01_B_808_05.wav	52684	44100	24	1	0.371
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/2. Processed/Sat 1/BD_Sat01_B_808_06.wav	54116	44100	24	1	0.376
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/2. Processed/Sat 1/BD_Sat01_C_808_01.wav	117798	44100	24	1	0.852
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/2. Processed/Sat 1/BD_Sat01_C_808_02.wav	120438	44100	24	1	0.871
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/2. Processed/Sat 1/BD_Sat01_C_808_03.wav	117986	44100	24	1	0.854
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/2. Processed/Sat 1/BD_Sat01_C_808_04.wav	119384	44100	24	1	0.862
808 From Mars - Legacy/WAV/1. Individual Hits/01. Bass Drum/2. Processed/Sat 1/BD_Sat01_C_808_05.wav	118148	44100	24	1	0.856
