path	bytes	sample_rate	bits	channels	seconds
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_A3_0001.wav	544912	44100	24	1	4.088
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_A3_0002.wav	542356	44100	24	1	4.068
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_A4.wav	552877	44100	24	1	4.148
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_A4_0001.wav	541861	44100	24	1	4.065
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_A4_0002.wav	541729	44100	24	1	4.064
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_A5.wav	549955	44100	24	1	4.126
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_A5_0001.wav	540397	44100	24	1	4.054
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_A5_0002.wav	541507	44100	24	1	4.062
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_A6.wav	50218	44100	24	1	0.349
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_A6_0001.wav	543985	44100	24	1	4.081
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_A6_0002.wav	540646	44100	24	1	4.056
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_A7.wav	54634	44100	24	1	0.382
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_A7_0001.wav	440323	44100	24	1	3.297
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_A7_0002.wav	540889	44100	24	1	4.057
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_B-1.wav	557923	44100	24	1	4.186
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_B-1_0001.wav	560074	44100	24	1	4.202
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_B-1_0002.wav	550675	44100	24	1	4.131
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_B0.wav	554119	44100	24	1	4.157
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_B0_0001.wav	549988	44100	24	1	4.126
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_B0_0002.wav	548365	44100	24	1	4.114
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_B1.wav	546052	44100	24	1	4.096
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_B1_0001.wav	547177	44100	24	1	4.105
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_B1_0002.wav	545689	44100	24	1	4.094
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_B2.wav	543658	44100	24	1	4.078
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_B2_0001.wav	545056	44100	24	1	4.089
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_B2_0002.wav	544750	44100	24	1	4.087
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_B3.wav	542857	44100	24	1	4.072
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_B3_0001.wav	545620	44100	24	1	4.093
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_B3_0002.wav	542218	44100	24	1	4.067
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_B4.wav	547228	44100	24	1	4.105
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_B4_0001.wav	543838	44100	24	1	4.08
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_B4_0002.wav	544015	44100	24	1	4.081
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_B5.wav	98332	44100	24	1	0.712
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_B5_0001.wav	540907	44100	24	1	4.058
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_B5_0002.wav	545086	44100	24	1	4.089
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_B6.wav	50470	44100	24	1	0.351
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_B6_0001.wav	543886	44100	24	1	4.08
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_B6_0002.wav	541648	44100	24	1	4.063
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_B7.wav	53779	44100	24	1	0.376
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_B7_0001.wav	452878	44100	24	1	3.392
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_B7_0002.wav	540769	44100	24	1	4.056
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C#-1.wav	566791	44100	24	1	4.253
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C#-1_0001.wav	552352	44100	24	1	4.144
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C#-1_0002.wav	544558	44100	24	1	4.085
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C#0.wav	556879	44100	24	1	4.178
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C#0_0001.wav	552424	44100	24	1	4.145
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C#0_0002.wav	554404	44100	24	1	4.16
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C#1.wav	552748	44100	24	1	4.147
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C#1_0001.wav	551092	44100	24	1	4.135
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C#1_0002.wav	544882	44100	24	1	4.088
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C#2.wav	543286	44100	24	1	4.076
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C#2_0001.wav	544726	44100	24	1	4.086
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C#2_0002.wav	544936	44100	24	1	4.088
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C#3.wav	543067	44100	24	1	4.074
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C#3_0001.wav	542395	44100	24	1	4.069
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C#3_0002.wav	545275	44100	24	1	4.091
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C#4.wav	544708	44100	24	1	4.086
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C#4_0001.wav	542755	44100	24	1	4.071
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C#4_0002.wav	545179	44100	24	1	4.09
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C#5.wav	546322	44100	24	1	4.098
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C#5_0001.wav	543094	44100	24	1	4.074
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C#5_0002.wav	543235	44100	24	1	4.075
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C#6.wav	69025	44100	24	1	0.491
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C#6_0001.wav	543475	44100	24	1	4.077
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C#6_0002.wav	541735	44100	24	1	4.064
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C#7.wav	51055	44100	24	1	0.355
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C#7_0001.wav	545323	44100	24	1	4.091
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C#7_0002.wav	544027	44100	24	1	4.081
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C-1.wav	548701	44100	24	1	4.116
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C-1_0001.wav	557974	44100	24	1	4.187
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C-1_0002.wav	551233	44100	24	1	4.136
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C0.wav	553723	44100	24	1	4.154
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C0_0001.wav	547762	44100	24	1	4.109
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C0_0002.wav	554746	44100	24	1	4.162
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C1.wav	547567	44100	24	1	4.108
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C1_0001.wav	545731	44100	24	1	4.094
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C1_0002.wav	546727	44100	24	1	4.102
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C2.wav	548113	44100	24	1	4.112
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C2_0001.wav	543922	44100	24	1	4.08
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C2_0002.wav	545776	44100	24	1	4.094
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C3.wav	545575	44100	24	1	4.093
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C3_0001.wav	540922	44100	24	1	4.058
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C3_0002.wav	546109	44100	24	1	4.097
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C4.wav	543142	44100	24	1	4.074
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C4_0001.wav	542725	44100	24	1	4.071
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C4_0002.wav	544234	44100	24	1	4.083
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C5.wav	481033	44100	24	1	3.605
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C5_0001.wav	542125	44100	24	1	4.067
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C5_0002.wav	541432	44100	24	1	4.061
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C6.wav	75880	44100	24	1	0.543
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C6_0001.wav	542872	44100	24	1	4.072
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C6_0002.wav	542863	44100	24	1	4.072
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C7.wav	53065	44100	24	1	0.37
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C7_0001.wav	542023	44100	24	1	4.066
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C7_0002.wav	545206	44100	24	1	4.09
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C8.wav	549028	44100	24	1	4.119
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C8_0001.wav	454681	44100	24	1	3.406
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_C8_0002.wav	544474	44100	24	1	4.084
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D#-1.wav	559264	44100	24	1	4.196
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D#-1_0001.wav	555772	44100	24	1	4.17
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D#-1_0002.wav	551869	44100	24	1	4.14
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D#0.wav	554149	44100	24	1	4.158
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D#0_0001.wav	555187	44100	24	1	4.165
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D#0_0002.wav	552493	44100	24	1	4.145
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D#1.wav	548593	44100	24	1	4.116
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D#1_0001.wav	547576	44100	24	1	4.108
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D#1_0002.wav	542098	44100	24	1	4.067
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D#2.wav	543157	44100	24	1	4.075
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D#2_0001.wav	543385	44100	24	1	4.076
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D#2_0002.wav	546187	44100	24	1	4.097
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D#3.wav	546817	44100	24	1	4.102
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D#3_0001.wav	544207	44100	24	1	4.082
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D#3_0002.wav	540844	44100	24	1	4.057
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D#4.wav	546460	44100	24	1	4.1
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D#4_0001.wav	544363	44100	24	1	4.084
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D#4_0002.wav	544507	44100	24	1	4.085
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D#5.wav	546376	44100	24	1	4.099
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D#5_0001.wav	540817	44100	24	1	4.057
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D#5_0002.wav	541570	44100	24	1	4.063
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D#6.wav	105106	44100	24	1	0.763
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D#6_0001.wav	542893	44100	24	1	4.073
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D#6_0002.wav	544423	44100	24	1	4.084
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D#7.wav	71161	44100	24	1	0.507
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D#7_0001.wav	545065	44100	24	1	4.089
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D#7_0002.wav	542122	44100	24	1	4.067
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D-1.wav	556444	44100	24	1	4.175
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D-1_0001.wav	552175	44100	24	1	4.143
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D-1_0002.wav	546472	44100	24	1	4.1
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D0.wav	555148	44100	24	1	4.165
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D0_0001.wav	553846	44100	24	1	4.155
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D0_0002.wav	552559	44100	24	1	4.146
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D1.wav	543517	44100	24	1	4.077
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D1_0001.wav	548404	44100	24	1	4.114
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D1_0002.wav	544363	44100	24	1	4.084
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D2.wav	543313	44100	24	1	4.076
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D2_0001.wav	544348	44100	24	1	4.084
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D2_0002.wav	544750	44100	24	1	4.087
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D3.wav	545386	44100	24	1	4.091
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D3_0001.wav	544423	44100	24	1	4.084
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D3_0002.wav	545530	44100	24	1	4.092
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D4.wav	543319	44100	24	1	4.076
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D4_0001.wav	542590	44100	24	1	4.07
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D4_0002.wav	545461	44100	24	1	4.092
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D5.wav	516622	44100	24	1	3.874
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D5_0001.wav	540094	44100	24	1	4.051
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D5_0002.wav	541792	44100	24	1	4.064
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D6.wav	86470	44100	24	1	0.623
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D6_0001.wav	541624	44100	24	1	4.063
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D6_0002.wav	546115	44100	24	1	4.097
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D7.wav	69238	44100	24	1	0.492
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D7_0001.wav	547912	44100	24	1	4.11
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_D7_0002.wav	542236	44100	24	1	4.068
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_E-1.wav	551443	44100	24	1	4.137
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_E-1_0001.wav	559678	44100	24	1	4.199
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_E-1_0002.wav	547717	44100	24	1	4.109
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_E0.wav	555991	44100	24	1	4.172
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_E0_0001.wav	554830	44100	24	1	4.163
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_E0_0002.wav	543328	44100	24	1	4.076
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_E1.wav	554527	44100	24	1	4.16
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_E1_0001.wav	547561	44100	24	1	4.108
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_E1_0002.wav	545770	44100	24	1	4.094
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_E2.wav	541753	44100	24	1	4.064
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_E2_0001.wav	547240	44100	24	1	4.105
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_E2_0002.wav	542911	44100	24	1	4.073
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_E3.wav	544717	44100	24	1	4.086
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_E3_0001.wav	543607	44100	24	1	4.078
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_E3_0002.wav	545479	44100	24	1	4.092
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_E4.wav	542965	44100	24	1	4.073
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_E4_0001.wav	543169	44100	24	1	4.075
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_E4_0002.wav	544621	44100	24	1	4.086
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_E5.wav	541810	44100	24	1	4.064
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_E5_0001.wav	541843	44100	24	1	4.065
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_E5_0002.wav	544144	44100	24	1	4.082
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_E6.wav	43078	44100	24	1	0.295
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_E6_0001.wav	541714	44100	24	1	4.064
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_E6_0002.wav	543457	44100	24	1	4.077
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_E7.wav	42382	44100	24	1	0.289
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_E7_0001.wav	441430	44100	24	1	3.306
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_E7_0002.wav	544405	44100	24	1	4.084
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_F#-1.wav	550375	44100	24	1	4.129
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_F#-1_0001.wav	549805	44100	24	1	4.125
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_F#-1_0002.wav	545350	44100	24	1	4.091
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_F#0.wav	552502	44100	24	1	4.145
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_F#0_0001.wav	550441	44100	24	1	4.13
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_F#0_0002.wav	543208	44100	24	1	4.075
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_F#1.wav	547984	44100	24	1	4.111
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_F#1_0001.wav	553303	44100	24	1	4.151
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_F#1_0002.wav	545236	44100	24	1	4.09
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_F#2.wav	543619	44100	24	1	4.078
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_F#2_0001.wav	543297	44100	24	1	4.065
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_F#2_0002.wav	544384	44100	24	1	4.084
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_F#3.wav	543052	44100	24	1	4.074
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_F#3_0001.wav	545080	44100	24	1	4.089
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_F#3_0002.wav	544741	44100	24	1	4.087
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_F#4.wav	546505	44100	24	1	4.1
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_F#4_0001.wav	543052	44100	24	1	4.074
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_F#4_0002.wav	545722	44100	24	1	4.094
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_F#5.wav	554371	44100	24	1	4.159
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_F#5_0001.wav	540859	44100	24	1	4.057
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_F#5_0002.wav	544546	44100	24	1	4.085
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_F#6.wav	56272	44100	24	1	0.394
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_F#6_0001.wav	544876	44100	24	1	4.088
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_F#6_0002.wav	543664	44100	24	1	4.078
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_F#7.wav	43687	44100	24	1	0.299
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_F#7_0001.wav	477100	44100	24	1	3.575
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_F#7_0002.wav	542434	44100	24	1	4.069
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_F-1.wav	563437	44100	24	1	4.228
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_F-1_0001.wav	551767	44100	24	1	4.14
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_F-1_0002.wav	547981	44100	24	1	4.111
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_F0.wav	556207	44100	24	1	4.173
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_F0_0001.wav	552043	44100	24	1	4.142
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_F0_0002.wav	547711	44100	24	1	4.109
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_F1.wav	549268	44100	24	1	4.121
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_F1_0001.wav	544678	44100	24	1	4.086
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_F1_0002.wav	545410	44100	24	1	4.092
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_F2.wav	541639	44100	24	1	4.063
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_F2_0001.wav	542758	44100	24	1	4.072
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_F2_0002.wav	545704	44100	24	1	4.094
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_F3.wav	544081	44100	24	1	4.082
Mini From Mars/WAV/3 Stack Bass/Mini_3StackBass_F3_0001.wav	543010	44100	24	1	4.073
